"","outcome","purpose_","dti","borrower_score","payment_inc_ratio"
"1939","default","debt_consolidation",19.64,0.65,15.1552
"43438","paid off","major_purchase",6.6,0.65,1.12182
"24791","paid off","other",6.22,0.75,7.0276
"35646","paid off","debt_consolidation",9.6,0.4,6.84446
"3129","default","debt_consolidation",9.5,0.5,5.978
"40136","paid off","debt_consolidation",27,0.5,8.56428
"26771","paid off","credit_card",9.66,0.45,5.76699
"23318","paid off","debt_consolidation",15.18,0.45,7.22917
"28253","paid off","debt_consolidation",9.94,0.65,4.99485
"6728","default","other",3.71,0.7,4.74429
"19535","default","debt_consolidation",7.57,0.3,5.37573
"996","default","other",7.75,0.45,3.07068
"29977","paid off","home_improvement",18.42,0.65,4.42009
"10921","default","other",10.95,0.5,2.6412
"35209","paid off","credit_card",12.15,0.55,3.86157
"1275","default","debt_consolidation",14.6,0.35,10.0102
"43203","paid off","debt_consolidation",17.16,0.4,16.2866
"34539","paid off","debt_consolidation",22.9,0.4,1.75097
"35531","paid off","debt_consolidation",16.59,0.45,9.07731
"34349","paid off","home_improvement",11.71,0.55,7.98587
"23419","paid off","debt_consolidation",9.16,0.8,6.64194
"10554","default","credit_card",19.28,0.45,7.78093
"45429","paid off","debt_consolidation",5.04,0.65,6.3966
"19763","default","debt_consolidation",16.67,0.3,10.2406
"38593","paid off","debt_consolidation",10.47,0.45,4.18081
"39512","paid off","credit_card",20.73,0.75,3.02589
"45290","paid off","debt_consolidation",12.5,0.7,15.4059
"19316","default","debt_consolidation",14.01,0.45,13.7276
"22013","default","debt_consolidation",21.6,0.55,6.71663
"34460","paid off","home_improvement",8.15,0.7,5.81238
"18945","default","debt_consolidation",11.36,0.55,14.0254
"20902","default","small_business",8.54,0.4,17.1154
"22849","default","debt_consolidation",25.54,0.55,12.765
"25845","paid off","major_purchase",13.14,0.55,1.49431
"12545","default","small_business",26.76,0.4,15.1456
"25007","paid off","debt_consolidation",23.31,0.45,7.7622
"13156","default","credit_card",20.51,0.3,11.0939
"31810","paid off","debt_consolidation",20.32,0.35,8.22909
"20752","default","credit_card",5.84,0.25,4.95769
"28109","paid off","debt_consolidation",10.06,0.65,4.43663
"12570","default","debt_consolidation",22.94,0.3,13.199
"36019","paid off","debt_consolidation",1.81,0.65,4.97773
"28180","paid off","major_purchase",21.83,0.6,5.17114
"15625","default","credit_card",8.12,0.55,9.9072
"21548","default","major_purchase",19.48,0.4,7.32799
"23189","paid off","debt_consolidation",27.21,0.6,11.2345
"39058","paid off","credit_card",22.37,0.75,6.93636
"11443","default","credit_card",22.26,0.5,14.1739
"33992","paid off","debt_consolidation",10.75,0.6,6.02681
"26742","paid off","small_business",13.95,0.5,3.03325
"2226","default","other",16.03,0.3,3.40211
"18694","default","debt_consolidation",20.72,0.65,11.2901
"8939","default","home_improvement",11.37,0.45,9.62691
"40569","paid off","major_purchase",0.65,0.4,1.89231
"3212","default","credit_card",5.47,0.4,7.38167
"20184","default","credit_card",22.93,0.4,20.4008
"13820","default","debt_consolidation",11.02,0.7,4.76986
"7101","default","debt_consolidation",26.88,0.25,13.0632
"18526","default","debt_consolidation",8.31,0.5,6.62213
"775","default","small_business",19.76,0.35,14.9988
"39729","paid off","credit_card",12.3,0.6,6.94712
"43588","paid off","debt_consolidation",9.37,0.75,4.00896
"41011","paid off","other",19.48,0.6,8.30682
"31384","paid off","debt_consolidation",17.71,0.6,18.2456
"24047","paid off","other",3.28,0.5,2.15617
"35451","paid off","debt_consolidation",10.52,0.55,9.3288
"17077","default","debt_consolidation",29.12,0.55,5.49413
"6172","default","debt_consolidation",26.28,0.3,6.0876
"13679","default","debt_consolidation",19.14,0.55,5.00647
"26876","paid off","home_improvement",1.87,0.45,3.77689
"6951","default","debt_consolidation",19.45,0.5,10.9414
"37864","paid off","debt_consolidation",13.09,0.5,8.15844
"21348","default","debt_consolidation",25.3,0.25,6.82897
"22273","default","debt_consolidation",28.32,0.45,14.0102
"12771","default","other",6.16,0.65,3.7022
"17106","default","debt_consolidation",20.89,0.55,13.9552
"31956","paid off","debt_consolidation",6.55,0.75,7.62651
"11280","default","debt_consolidation",17.82,0.6,13.9868
"22734","default","debt_consolidation",21.13,0.5,10.6421
"3622","default","debt_consolidation",9.5,0.75,9.24135
"34982","paid off","debt_consolidation",25.19,0.4,8.32572
"22562","default","debt_consolidation",8.14,0.75,1.40519
"23430","paid off","debt_consolidation",13.98,0.6,4.48349
"43915","paid off","credit_card",16.32,0.4,9.23815
"17711","default","home_improvement",14.4,0.5,14.3285
"43662","paid off","debt_consolidation",15.51,0.4,7.52543
"43163","paid off","other",4.74,0.5,18.3231
"30041","paid off","other",8.79,0.7,4.2945
"45374","paid off","home_improvement",21.92,0.5,2.43991
"16276","default","debt_consolidation",17.1,0.4,5.06225
"29017","paid off","small_business",5.11,0.8,5.39952
"9739","default","debt_consolidation",22.47,0.35,4.94727
"11631","default","debt_consolidation",3.5,0.5,8.64912
"45662","paid off","other",2.68,0.55,3.04043
"6817","default","other",12.85,0.55,3.77879
"25397","paid off","credit_card",24.07,0.4,9.03456
"44891","paid off","credit_card",26.3,0.55,14.7975
"1655","default","debt_consolidation",19.37,0.25,10.9894
"25971","paid off","debt_consolidation",18.85,0.45,14.1724
"6858","default","other",4.38,0.55,9.12183
"22014","default","debt_consolidation",13.15,0.6,7.5464
"17155","default","debt_consolidation",30.36,0.5,7.81699
"26594","paid off","debt_consolidation",10.53,0.35,6.83177
"37891","paid off","debt_consolidation",4.36,0.85,2.87095
"24787","paid off","credit_card",8.34,0.55,5.9139
"3645","default","other",7.93,0.35,5.85786
"22837","default","credit_card",31.31,0.55,7.12465
"42594","paid off","home_improvement",12.7,0.6,6.86933
"24524","paid off","other",16.07,0.4,18.2051
"22087","default","debt_consolidation",28.27,0.55,7.77
"15432","default","home_improvement",4.98,0.55,7.58389
"428","default","debt_consolidation",21.55,0.3,10.8033
"13689","default","debt_consolidation",7,0.4,5.32748
"9039","default","debt_consolidation",24.91,0.4,12.008
"30600","paid off","credit_card",9.71,0.8,1.84844
"31959","paid off","credit_card",10.56,0.55,6.08326
"24043","paid off","home_improvement",19.21,0.55,14.3837
"33137","paid off","home_improvement",4.26,0.8,3.6846
"34543","paid off","credit_card",18.29,0.65,9.50629
"27836","paid off","home_improvement",14.79,0.55,2.28776
"26033","paid off","credit_card",16.81,0.75,12.1999
"32853","paid off","debt_consolidation",19.34,0.55,11.2249
"15028","default","debt_consolidation",7.37,0.6,7.39253
"46087","paid off","small_business",16.67,0.65,3.41156
"33964","paid off","debt_consolidation",9.05,0.35,16.7006
"24386","paid off","credit_card",25.23,0.6,10.4874
"31388","paid off","debt_consolidation",19.52,0.5,15.0981
"7018","default","debt_consolidation",21.36,0.65,11.5506
"20594","default","other",18.01,0.5,15.5866
"28666","paid off","debt_consolidation",22.84,0.45,14.8953
"8436","default","credit_card",13.44,0.55,6.57105
"28051","paid off","credit_card",15.17,0.65,5.322
"30585","paid off","debt_consolidation",13.8,0.55,12.6552
"4755","default","debt_consolidation",15.87,0.35,3.41126
"20836","default","medical",13.24,0.45,1.3682
"14300","default","debt_consolidation",28.9,0.4,8.49377
"3603","default","debt_consolidation",3.68,0.55,7.7736
"23670","paid off","other",12.84,0.45,0.884996
"22831","default","credit_card",9.6,0.35,10.04
"5176","default","other",15.62,0.45,1.59246
"20439","default","debt_consolidation",21.27,0.45,5.23667
"29194","paid off","debt_consolidation",16.45,0.4,4.12071
"38830","paid off","credit_card",19.55,0.35,4.5513
"32846","paid off","other",9.31,0.65,4.28341
"23687","paid off","debt_consolidation",19.66,0.4,9.1992
"12014","default","other",11.12,0.45,9.90405
"45029","paid off","debt_consolidation",19.44,0.7,17.5928
"39407","paid off","debt_consolidation",26.97,0.5,6.41714
"22140","default","debt_consolidation",13.52,0.3,13.992
"30808","paid off","credit_card",6.08,0.3,7.98528
"17570","default","debt_consolidation",23.81,0.45,13.8495
"36810","paid off","credit_card",14.98,0.5,3.5182
"25770","paid off","medical",15.72,0.65,4.4788
"31731","paid off","debt_consolidation",13.61,0.65,8.9937
"40976","paid off","debt_consolidation",8.64,0.5,8.95303
"21588","default","debt_consolidation",8.02,0.3,7.11624
"36018","paid off","other",18.94,0.4,10.815
"33191","paid off","debt_consolidation",30.38,0.6,19.7348
"29170","paid off","debt_consolidation",26.4,0.5,16.538
"45002","paid off","debt_consolidation",8.55,0.7,10.4888
"13524","default","debt_consolidation",11.04,0.5,6.89922
"7216","default","debt_consolidation",16.2,0.5,5.60075
"203","default","debt_consolidation",19.31,0.4,15.2142
"24113","paid off","debt_consolidation",8.19,0.55,10.4213
"45837","paid off","debt_consolidation",12.49,0.55,6.90351
"37400","paid off","credit_card",9.41,0.7,2.32872
"25169","paid off","home_improvement",19.43,0.65,10.3724
"851","default","debt_consolidation",23.25,0.5,10.3766
"33675","paid off","home_improvement",9.83,0.6,3.76765
"4984","default","debt_consolidation",17.74,0.3,8.45441
"28932","paid off","debt_consolidation",15.03,0.5,5.89215
"41827","paid off","debt_consolidation",7.13,0.65,8.98385
"14876","default","credit_card",25.58,0.5,14.949
"2006","default","medical",7.68,0.45,7.85616
"39207","paid off","other",7.73,0.5,4.24
"43271","paid off","debt_consolidation",23.8,0.3,7.08136
"38216","paid off","home_improvement",25.2,0.7,8.94946
"30391","paid off","debt_consolidation",26.34,0.4,10.2072
"31089","paid off","credit_card",22.25,0.5,13.6089
"37641","paid off","major_purchase",28.06,0.6,8.49254
"43572","paid off","debt_consolidation",18.69,0.35,5.35611
"7806","default","other",11,0.45,12.2527
"19740","default","debt_consolidation",18.45,0.6,10.3573
"41452","paid off","debt_consolidation",17.09,0.7,12.5653
"30643","paid off","debt_consolidation",20.67,0.6,14.6004
"41388","paid off","debt_consolidation",24.24,0.4,4.75849
"13857","default","debt_consolidation",21.53,0.4,9.19075
"25453","paid off","debt_consolidation",12.31,0.75,2.79154
"18606","default","credit_card",17.41,0.5,9.39918
"4624","default","small_business",7.3,0.65,15.7636
"13344","default","debt_consolidation",19.7,0.5,9.32952
"31001","paid off","other",14.48,0.55,3.40884
"36794","paid off","credit_card",4.56,0.5,4.48937
"30085","paid off","debt_consolidation",12.21,0.65,3.00869
"35546","paid off","debt_consolidation",1.87,0.45,9.89128
"29044","paid off","debt_consolidation",13.63,0.6,1.98475
"10793","default","other",4.95,0.55,2.21124
"11823","default","debt_consolidation",16.55,0.65,7.02969
"34322","paid off","debt_consolidation",10.46,0.8,9.34286
"38186","paid off","debt_consolidation",16.2,0.6,3.18
"37424","paid off","home_improvement",1.84,0.65,4.1506
"12732","default","debt_consolidation",7.17,0.35,8.41009
"10375","default","debt_consolidation",15.81,0.5,11.7797
"28380","paid off","debt_consolidation",3.45,0.75,9.77212
"39745","paid off","credit_card",18.43,0.65,10.4415
"23497","paid off","small_business",10.11,0.45,6.35109
"27609","paid off","debt_consolidation",9.77,0.7,4.29129
"13035","default","credit_card",9.27,0.4,7.59315
"12445","default","home_improvement",17.87,0.5,10.0879
"13717","default","debt_consolidation",12.97,0.2,7.05081
"38695","paid off","credit_card",14.37,0.4,5.0709
"46191","paid off","credit_card",9.18,0.4,12.3248
"32477","paid off","home_improvement",11.15,0.85,4.08834
"26288","paid off","major_purchase",16.47,0.7,5.50931
"40503","paid off","home_improvement",14.51,0.7,4.44946
"18668","default","debt_consolidation",18.55,0.55,8.50428
"13724","default","credit_card",23.24,0.65,15.2021
"28193","paid off","debt_consolidation",20.74,0.6,9.04254
"39081","paid off","debt_consolidation",0.46,0.6,2.78815
"22127","default","debt_consolidation",27.19,0.1,6.04832
"15196","default","debt_consolidation",28.5,0.5,13.7614
"6053","default","home_improvement",8.57,0.3,33.6309
"28315","paid off","debt_consolidation",26.43,0.4,5.5039
"23572","paid off","debt_consolidation",12.09,0.55,3.34648
"36178","paid off","other",3.63,0.55,10.2471
"577","default","credit_card",10.5,0.45,7.939
"23423","paid off","credit_card",8.66,0.6,3.41656
"20643","default","debt_consolidation",13.42,0.3,12.2106
"42638","paid off","home_improvement",11.31,0.45,12.2755
"43493","paid off","debt_consolidation",16.38,0.4,3.175
"32273","paid off","credit_card",13.91,0.4,6.61398
"5565","default","credit_card",11.56,0.45,7.6974
"26131","paid off","debt_consolidation",24.7,0.5,8.1085
"10096","default","debt_consolidation",17.85,0.5,2.35677
"42827","paid off","debt_consolidation",22.04,0.55,2.14113
"31259","paid off","debt_consolidation",10.24,0.5,3.75855
"30233","paid off","debt_consolidation",23.96,0.45,13.714
"32527","paid off","home_improvement",11.19,0.7,2.68516
"34615","paid off","credit_card",18.45,0.65,13.6846
"13014","default","credit_card",16.8,0.6,7.39059
"161","default","credit_card",23.79,0.4,9.1656
"16022","default","credit_card",23.24,0.45,12.1128
"7699","default","debt_consolidation",9.13,0.45,5.46738
"19084","default","major_purchase",11,0.65,1.42768
"11382","default","debt_consolidation",22.78,0.3,9.97381
"14435","default","debt_consolidation",24.48,0.55,4.67285
"43128","paid off","debt_consolidation",19.51,0.75,6.79933
"34095","paid off","debt_consolidation",15.79,0.5,5.92855
"13288","default","debt_consolidation",28.65,0.7,7.67446
"19656","default","other",15.21,0.5,11.5347
"41713","paid off","debt_consolidation",15.37,0.55,6.08717
"11174","default","debt_consolidation",9.68,0.3,7.66732
"38658","paid off","debt_consolidation",17.33,0.45,3.78171
"41790","paid off","debt_consolidation",13.38,0.35,10.7282
"2653","default","debt_consolidation",13.56,0.35,14.9568
"28458","paid off","debt_consolidation",15.86,0.7,14.9708
"32980","paid off","debt_consolidation",16.24,0.55,6.2324
"14972","default","debt_consolidation",23.06,0.4,5.28292
"29046","paid off","debt_consolidation",14.33,0.5,5.33026
"19892","default","other",14.7,0.55,21.1464
"32669","paid off","debt_consolidation",9.77,0.6,9.43527
"2214","default","debt_consolidation",3.73,0.6,6.92067
"34467","paid off","debt_consolidation",7.17,0.55,9.03435
"28846","paid off","debt_consolidation",8.07,0.6,6.48736
"2906","default","debt_consolidation",6.53,0.7,6.032
"31419","paid off","debt_consolidation",11.96,0.55,8.39936
"12087","default","small_business",8.18,0.35,1.92878
"23773","paid off","debt_consolidation",21.16,0.7,4.67688
"41805","paid off","other",14.54,0.5,2.48538
"367","default","debt_consolidation",22.22,0.6,10.4328
"13019","default","credit_card",18.86,0.25,13.7632
"34191","paid off","credit_card",17.11,0.55,8.71689
"45057","paid off","debt_consolidation",4.32,0.4,4.39993
"4479","default","other",13.49,0.5,4.82886
"477","default","debt_consolidation",10.58,0.3,5.6182
"268","default","credit_card",6.33,0.35,4.43481
"18612","default","debt_consolidation",23.83,0.35,3.66505
"1988","default","debt_consolidation",14.45,0.55,2.14311
"11169","default","debt_consolidation",24.56,0.5,4.48983
"30929","paid off","other",24.43,0.5,2.69378
"30992","paid off","debt_consolidation",7.41,0.55,4.809
"6575","default","credit_card",10.4,0.5,12.6318
"25338","paid off","credit_card",7.28,0.7,2.01104
"17839","default","debt_consolidation",34.47,0.35,14.385
"26010","paid off","debt_consolidation",26.19,0.6,12.2281
"5324","default","other",18.24,0.55,1.11223
"35116","paid off","credit_card",21.07,0.3,3.68286
"31141","paid off","debt_consolidation",16.95,0.45,10.8869
"40286","paid off","credit_card",10.16,0.4,2.32027
"43515","paid off","debt_consolidation",27.06,0.6,8.07778
"38657","paid off","other",31.96,0.4,9.64778
"27320","paid off","other",13.79,0.4,10.0671
"31482","paid off","debt_consolidation",29.93,0.6,7.66412
"39915","paid off","other",10.72,0.55,7.30973
"33922","paid off","debt_consolidation",23.91,0.6,5.84543
"29026","paid off","debt_consolidation",13.34,0.45,7.93752
"17619","default","debt_consolidation",20.48,0.55,10.7189
"3340","default","small_business",5.66,0.65,3.3806
"40969","paid off","debt_consolidation",22.34,0.55,2.98691
"3815","default","debt_consolidation",24.37,0.4,8.85897
"38709","paid off","credit_card",17.67,0.3,10.6795
"26260","paid off","home_improvement",3.82,0.65,14.3116
"33188","paid off","other",15.02,0.45,3.16267
"40562","paid off","debt_consolidation",10.55,0.35,6.84483
"3403","default","home_improvement",1.66,0.55,5.8773
"38442","paid off","debt_consolidation",16.97,0.35,4.85964
"44744","paid off","debt_consolidation",11.4,0.45,6.5595
"24854","paid off","debt_consolidation",14.17,0.7,5.42417
"11672","default","debt_consolidation",6.85,0.3,8.07637
"9397","default","credit_card",29.61,0.5,4.27614
"12658","default","home_improvement",15.24,0.65,7.95829
"28395","paid off","credit_card",24.6,0.15,5.7564
"3032","default","credit_card",11.03,0.5,6.56772
"18738","default","other",9.91,0.65,12.6644
"19470","default","debt_consolidation",23.66,0.4,9.98963
"3302","default","debt_consolidation",0.99,0.55,5.26525
"42560","paid off","debt_consolidation",16.04,0.6,9.16867
"43982","paid off","small_business",24.77,0.35,2.66955
"25027","paid off","credit_card",13.12,0.5,4.72775
"26850","paid off","debt_consolidation",15.41,0.6,13.6563
"35902","paid off","small_business",1.2,0.6,5.5056
"777","default","debt_consolidation",12.87,0.4,2.40043
"21502","default","debt_consolidation",22.51,0.55,11.7181
"34748","paid off","major_purchase",5.81,0.45,4.61388
"24455","paid off","credit_card",9.19,0.6,8.35627
"2414","default","debt_consolidation",10.76,0.5,8.21455
"43032","paid off","credit_card",22.75,0.55,6.2388
"26244","paid off","other",18.39,0.4,1.0491
"5798","default","other",15.1,0.5,6.7675
"34002","paid off","credit_card",6.97,0.55,6.654
"36035","paid off","debt_consolidation",2.62,0.55,3.47492
"26452","paid off","credit_card",18.08,0.45,14.493
"24654","paid off","debt_consolidation",15.54,0.7,6.61711
"20996","default","credit_card",35.27,0.2,9.3208
"13252","default","debt_consolidation",21.18,0.4,19.3841
"5310","default","debt_consolidation",13.5,0.5,15.2238
"20238","default","small_business",10.93,0.35,7.32758
"4518","default","home_improvement",10.13,0.5,7.17143
"11017","default","debt_consolidation",23.91,0.5,7.89942
"22239","default","debt_consolidation",33.58,0.25,5.01384
"9601","default","debt_consolidation",13.14,0.45,8.73165
"45635","paid off","home_improvement",20.33,0.45,9.57113
"4993","default","other",4.89,0.35,1.86226
"25790","paid off","debt_consolidation",8.77,0.6,3.414
"16000","default","debt_consolidation",29.61,0.3,9.27557
"1260","default","debt_consolidation",15.08,0.25,13.3256
"37556","paid off","debt_consolidation",15.78,0.55,9.2362
"6676","default","debt_consolidation",21.09,0.4,13.8118
"42394","paid off","credit_card",10.79,0.7,3.12913
"5801","default","other",20.6,0.25,3.18312
"13447","default","debt_consolidation",6.69,0.55,12.7113
"35448","paid off","credit_card",17.82,0.45,7.73082
"40742","paid off","credit_card",11.58,0.55,7.8732
"41379","paid off","debt_consolidation",22.15,0.7,5.00658
"9407","default","debt_consolidation",8.77,0.65,14.4145
"42387","paid off","credit_card",10.82,0.5,8.41089
"17267","default","home_improvement",18.69,0.35,4.821
"35914","paid off","credit_card",29.86,0.45,9.77031
"23106","default","debt_consolidation",26.76,0.55,10.0302
"25444","paid off","debt_consolidation",20.16,0.45,12.6715
"36125","paid off","other",15.51,0.65,5.33801
"42500","paid off","debt_consolidation",24.36,0.6,7.24571
"24719","paid off","credit_card",8.7,0.65,5.11733
"43500","paid off","debt_consolidation",30,0.45,11.7333
"14743","default","debt_consolidation",23.97,0.55,5.0081
"36570","paid off","debt_consolidation",14.66,0.7,13.1306
"40530","paid off","debt_consolidation",18.18,0.6,9.783
"44295","paid off","credit_card",11.3,0.45,7.4542
"42443","paid off","debt_consolidation",29.63,0.45,8.64
"45546","paid off","major_purchase",5.09,0.6,15.985
"35160","paid off","credit_card",27.16,0.55,10.2976
"32662","paid off","debt_consolidation",0.94,0.7,9.50297
"25341","paid off","debt_consolidation",31.7,0.4,7.85312
"20988","default","debt_consolidation",10.26,0.4,14.7303
"11083","default","home_improvement",33.05,0.4,3.49024
"7031","default","debt_consolidation",17.69,0.5,2.52454
"16375","default","other",25.77,0.4,6.81893
"15446","default","debt_consolidation",19.33,0.7,14.733
"29522","paid off","debt_consolidation",11.18,0.5,2.81267
"34138","paid off","debt_consolidation",30.48,0.5,9.3669
"5090","default","major_purchase",17.53,0.55,5.01175
"42219","paid off","debt_consolidation",7.54,0.6,13.7345
"35137","paid off","credit_card",12.56,0.45,10.1839
"18288","default","debt_consolidation",9.57,0.55,6.76815
"16398","default","debt_consolidation",6.38,0.55,6.37571
"23781","paid off","credit_card",9.31,0.55,5.4795
"39164","paid off","credit_card",4.68,0.7,3.138
"35132","paid off","major_purchase",0.98,0.65,2.55567
"37850","paid off","other",13.6,0.7,1.55975
"11229","default","debt_consolidation",23.38,0.5,10.5191
"42212","paid off","major_purchase",8.46,0.6,0.863586
"8632","default","other",7.63,0.25,1.39612
"26534","paid off","debt_consolidation",21.08,0.45,10.7363
"19263","default","debt_consolidation",11.89,0.45,12.0735
"26745","paid off","debt_consolidation",9.97,0.65,6.08519
"19609","default","other",19.16,0.25,2.6611
"24336","paid off","credit_card",11.55,0.4,12.9734
"24892","paid off","debt_consolidation",20.83,0.45,7.30457
"10651","default","debt_consolidation",24.96,0.4,8.14214
"5983","default","major_purchase",15.65,0.45,5.60174
"29928","paid off","debt_consolidation",18.78,0.35,4.372
"32988","paid off","debt_consolidation",1.55,0.65,5.68117
"9259","default","home_improvement",23.1,0.3,0.942635
"28854","paid off","debt_consolidation",6.94,0.45,4.15232
"42309","paid off","home_improvement",0.26,0.6,4.62141
"11294","default","debt_consolidation",21.36,0.2,8.54374
"35529","paid off","debt_consolidation",25.91,0.45,6.21355
"32420","paid off","debt_consolidation",14.91,0.45,5.58057
"7969","default","major_purchase",11.9,0.45,6.20628
"41109","paid off","credit_card",19.32,0.55,11.6859
"36991","paid off","debt_consolidation",5.75,0.5,9.53521
"5075","default","other",11.88,0.45,3.80097
"25438","paid off","debt_consolidation",10.23,0.6,10.2575
"7288","default","debt_consolidation",25.71,0.45,7.9704
"304","default","major_purchase",1.88,0.55,7.30353
"36324","paid off","credit_card",17.37,0.65,4.36762
"32301","paid off","debt_consolidation",17.23,0.65,2.5119
"36353","paid off","credit_card",9.47,0.7,2.72171
"36409","paid off","debt_consolidation",10.58,0.65,7.28284
"378","default","debt_consolidation",11.49,0.3,11.9206
"43647","paid off","credit_card",25.18,0.6,8.75574
"14366","default","debt_consolidation",23.08,0.65,6.93212
"3143","default","debt_consolidation",2.94,0.2,4.82151
"45099","paid off","other",5.89,0.5,3.12831
"45100","paid off","debt_consolidation",16.25,0.45,13.532
"45490","paid off","major_purchase",1.2,0.75,4.968
"43114","paid off","credit_card",9.82,0.6,14.9198
"45210","paid off","debt_consolidation",8.87,0.7,6.97858
"42282","paid off","home_improvement",6.48,0.5,3.62682
"11740","default","debt_consolidation",8.07,0.7,9.23502
"44704","paid off","home_improvement",11.53,0.7,0.986609
"758","default","debt_consolidation",21.98,0.4,10.4174
"32236","paid off","debt_consolidation",25.87,0.35,19.1907
"15173","default","credit_card",16.62,0.4,5.56017
"43089","paid off","credit_card",18.37,0.5,5.98038
"45453","paid off","other",25.6,0.5,2.94343
"28306","paid off","other",5.6,0.8,1.41868
"11485","default","other",31.92,0.6,12.1008
"10880","default","debt_consolidation",14.26,0.55,8.92768
"6038","default","credit_card",13.44,0.3,8.23416
"32188","paid off","credit_card",21.66,0.55,5.63235
"2330","default","home_improvement",2.43,0.55,5.02341
"16389","default","other",23.19,0.35,3.47365
"8502","default","home_improvement",14.01,0.55,2.0415
"12152","default","credit_card",25.5,0.35,8.24544
"28231","paid off","debt_consolidation",9.11,0.8,13.045
"20799","default","debt_consolidation",23.21,0.5,11.6809
"31018","paid off","debt_consolidation",8.64,0.3,5.5455
"32077","paid off","home_improvement",12.89,0.4,13.9421
"14014","default","small_business",14.8,0.3,13.6717
"40226","paid off","major_purchase",21.81,0.35,3.45075
"32924","paid off","medical",16.8,0.6,7.7796
"20289","default","debt_consolidation",10.55,0.5,7.55768
"32902","paid off","major_purchase",16.31,0.6,1.82615
"6924","default","debt_consolidation",16.52,0.5,4.98862
"35240","paid off","debt_consolidation",26.26,0.7,4.53629
"19641","default","debt_consolidation",10.44,0.5,3.17042
"37312","paid off","credit_card",13.22,0.4,10.1084
"4728","default","debt_consolidation",20.24,0.3,16.3473
"42442","paid off","debt_consolidation",29.54,0.4,8.64422
"25779","paid off","debt_consolidation",24.24,0.4,10.3874
"45813","paid off","other",10.84,0.55,1.85238
"529","default","debt_consolidation",10.4,0.4,15.318
"43631","paid off","debt_consolidation",9.7,0.55,13.3243
"45627","paid off","debt_consolidation",23.13,0.35,6.77022
"26891","paid off","debt_consolidation",26.37,0.5,10.4221
"42945","paid off","credit_card",7.87,0.5,1.9002
"9551","default","debt_consolidation",23.18,0.45,14.2859
"1307","default","credit_card",13.42,0.3,4.44
"42957","paid off","debt_consolidation",17.27,0.85,11.3981
"37285","paid off","credit_card",22.99,0.5,10.2647
"859","default","other",12.84,0.55,3.5301
"37843","paid off","debt_consolidation",25.79,0.55,6.32351
"32197","paid off","debt_consolidation",30.42,0.65,8.54576
"6681","default","credit_card",21.54,0.55,7.3274
"32715","paid off","debt_consolidation",8.93,0.5,10.8474
"13686","default","major_purchase",20.24,0.4,16.7214
"26502","paid off","credit_card",16.59,0.65,8.31157
"25860","paid off","home_improvement",13.45,0.6,5.86254
"18098","default","debt_consolidation",28.08,0.2,2.64202
"20387","default","medical",11.12,0.6,2.68368
"15671","default","other",8.58,0.45,5.58424
"21612","default","debt_consolidation",28.87,0.6,8.47533
"19919","default","debt_consolidation",16.92,0.3,12.5306
"36927","paid off","debt_consolidation",18.23,0.4,6.25813
"27095","paid off","debt_consolidation",11.83,0.75,13.9171
"32864","paid off","debt_consolidation",11.78,0.75,9.95447
"40011","paid off","credit_card",12.57,0.55,10.956
"10387","default","debt_consolidation",8.86,0.6,5.7974
"2213","default","debt_consolidation",14.35,0.4,10.5988
"20834","default","other",12.74,0.45,1.8264
"1021","default","credit_card",19.72,0.6,10.3242
"12902","default","debt_consolidation",18.69,0.55,10.4993
"39242","paid off","debt_consolidation",4.12,0.6,6.00766
"22613","default","debt_consolidation",23.29,0.4,10.2454
"5607","default","debt_consolidation",13.44,0.4,4.6792
"10320","default","debt_consolidation",24.45,0.5,9.82954
"35447","paid off","debt_consolidation",21.8,0.6,5.44637
"28061","paid off","debt_consolidation",17.44,0.6,1.04788
"18466","default","small_business",20.94,0.55,15.4423
"22004","default","debt_consolidation",18.69,0.2,12.4349
"10628","default","debt_consolidation",34.72,0.55,14.2293
"9994","default","other",19.94,0.3,6.9192
"41410","paid off","credit_card",14.48,0.5,6.12808
"25177","paid off","credit_card",10.81,0.45,9.07906
"36697","paid off","debt_consolidation",8.75,0.4,7.50987
"29511","paid off","debt_consolidation",4.61,0.6,1.17902
"25056","paid off","credit_card",24.74,0.7,4.98138
"11454","default","debt_consolidation",29.6,0.35,16.8282
"21616","default","debt_consolidation",27.13,0.4,6.27091
"4942","default","home_improvement",7.62,0.65,7.36884
"31425","paid off","debt_consolidation",18.93,0.45,10.0635
"45973","paid off","credit_card",9.86,0.45,12.9553
"511","default","credit_card",17,0.35,12.094
"9231","default","debt_consolidation",11.75,0.55,11.434
"12514","default","debt_consolidation",34.77,0.45,14.7033
"6909","default","debt_consolidation",17.18,0.6,17.5642
"23700","paid off","debt_consolidation",11.6,0.6,13.499
"42726","paid off","debt_consolidation",25.07,0.45,3.83623
"44412","paid off","other",5.29,0.6,8.72175
"5715","default","debt_consolidation",9.43,0.35,1.25409
"40271","paid off","other",21.83,0.3,1.77854
"42499","paid off","small_business",17,0.45,10.418
"2589","default","home_improvement",13.52,0.55,3.19167
"9760","default","debt_consolidation",21.45,0.5,10.4759
"43592","paid off","debt_consolidation",12.59,0.55,11.0751
"42044","paid off","debt_consolidation",25.77,0.5,3.54254
"18920","default","small_business",10.29,0.6,16.9973
"23941","paid off","credit_card",15.61,0.55,7.43773
"43866","paid off","debt_consolidation",5.06,0.55,7.20157
