RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05
Clermont,OH,Cincinnati,39,25,106200,105800,105900,106600,107300,107700,107900,108400,109100,109700,110100,110600,111200,111700,111800,112000,112200,112400,112800,113300,113900,114500,114900,115100,115300,115800,116500,116900,116700,116700,117300,117900,118200,118700,119300,120000,120900,121700,122200,122800,123400,124100,124700,125100,125200,125100,125200,125400,125500,125900,126400,126900,127300,127700,128000,128600,129200,129900,130700,131300,131700,132200,132500,132400,132500,132600,132800,132900,132900,133100,133500,134000,134400,134800,135200,135800,136300,136900,137500,137900,138600,139400,140200,141000,141600,142100,142400,142800,143200,143400,143700,144400,145200,145800,146100,146400,146900,147600,147900,147600,147100,147000,147100,147400,148000,148100,148100,148300,148400,148100,148300,149300,150700,151800,152400,152800,153700,154700,155100,154900,154800,154800,154700,154900,156400,158400,159600,159400,158300,156400,154600,153700,153800,154200,154500,154100,152900,151400,150500,149800,148900,148700,148900,148200,146800,145400,144000,143200,142000,140200,138800,137900,137600,138000,138600,139000,139200,139500,140100,140700,141000,141800,142400,142600,142000,141200,140800,141100,141300,141600,141600,141600,141300,140500,139300,138400,137900,137700,137800,137800,137600,137300,136700,135900,135100,134400,134000,133700,133600,133600,134000,134600,135400,136100,136600,136600,136300,136100,136500,137200,137900,138200,138000,137600,137200,136800,136600,137000,138000,139100,140000,141200,142600,143500,143500,143300,143400,143600,143900,144000,144100,144200,144300,144700,144900,144900,145000,145500,145700,146000
Yuma,AZ,Yuma,4,27,77300,77800,78300,78700,78700,78500,78600,78800,78700,78500,78400,78600,78800,78800,78300,77800,77500,77500,77700,77900,78200,78700,79300,79700,79900,79800,80000,80200,80800,81400,81700,81900,82500,83200,83800,84000,83900,84000,83800,83500,83200,83100,83000,83100,83400,83800,84200,84500,84600,84800,85100,85400,85700,85800,86000,86200,86100,86100,86600,87300,87500,87500,87400,87200,87200,87300,87800,88100,88500,89000,89700,90000,90300,90800,91100,91400,92000,92400,92400,92600,93300,94100,94600,95000,95400,95600,96000,96400,96400,96600,97200,97700,98200,98800,99700,100500,101500,103000,104800,107000,109500,112400,115500,118500,121300,124000,127100,131000,135700,140600,145500,151000,156500,161200,165400,169300,172500,173400,173100,172900,173300,174500,176600,178000,178300,178000,177600,176800,176200,176100,176000,175900,175900,175700,174800,173500,171800,169900,167900,166200,164500,162600,160800,159400,158100,156400,154200,152200,151000,150000,148600,146900,145900,146100,146300,145300,143300,141300,139800,138500,137000,136000,136000,136300,136000,135100,134200,133200,131900,130400,128900,127600,126900,126000,124600,122800,121000,119900,119500,118800,117700,116500,114500,112100,110200,108900,107600,106600,106000,105400,105400,105700,106000,106000,105800,105300,104900,104700,104900,105600,106800,107900,108700,109000,109500,110400,111600,112900,113700,113600,113500,113500,113600,113300,113200,113600,114300,114700,114800,115300,115700,116300,117100,118100,118800,119200,119600,120000,119900,119900
Racine,WI,Racine,55,101,125900,127500,128100,128100,127700,127400,127400,127300,126900,126900,127000,127100,127100,127600,128100,128400,128600,128900,129300,130100,130900,132000,133400,134400,134600,134500,134100,133800,133600,133900,134800,135800,136200,136900,137700,138200,138700,139200,140400,142100,143100,143400,144400,145300,145900,147000,148000,148600,148600,148400,148700,149800,151000,152000,152100,151400,151400,152400,153800,155000,155400,155400,155700,156500,157900,159500,160500,161300,162500,164500,166300,167400,168400,169800,170300,170100,170400,170100,169000,167900,166500,165300,165500,166200,167100,167700,167600,167400,167900,168700,169900,171700,173000,171700,169500,169100,171100,174500,178500,181700,184200,185900,187200,188000,189300,191100,193200,195500,197300,198400,199200,199900,199900,200800,202700,205900,210000,214200,218200,220300,219000,216700,215900,216000,215300,214600,215400,215400,215700,218000,218300,216300,216100,217400,217400,216900,217000,217200,216200,214500,212800,210500,209400,208500,207100,204600,202600,201800,202100,202200,202900,204600,203400,199500,195400,192800,190700,189700,189100,188800,188700,188700,188500,188500,188800,189100,189900,191100,191500,190900,189700,187600,185400,183500,181100,177600,174700,172700,171100,170300,170100,169600,168500,167400,166200,165000,163800,162600,161800,161600,161600,161600,162000,163100,164200,164800,165100,165100,164600,163900,164000,164400,164700,165000,165200,165500,166400,167500,167900,168200,169100,170400,171200,171700,172500,173300,173800,173900,174100,174400,174300,174100,173500,172900,173000,174200,175600,175500,175800,177100
Shelby,AL,Birmingham,1,117,132100,131100,129900,128900,128500,127900,127300,126900,127000,127000,126900,126900,127200,127800,128900,129600,129900,130300,130700,130800,131300,132400,133200,133300,133100,133500,134000,134300,134300,134500,134800,135400,136100,137000,137100,136700,136500,137000,137400,137900,138300,138300,138700,140000,141300,142100,143000,143900,144500,144300,143700,143400,143200,142800,142500,142100,141600,141700,142200,143400,144500,145400,146400,147500,148000,148200,148200,147700,147300,147200,147200,147400,148000,148400,148700,149200,150200,151100,152000,153200,154700,155500,156100,156700,157900,159100,160100,160400,161100,162400,163400,163500,163100,162900,162600,161800,160800,160500,160900,162200,163700,165500,167400,168800,169300,169500,169700,170000,170500,170800,171200,171300,171100,170900,171100,172300,174200,176000,177800,179600,180800,181300,181800,182200,182400,182300,182000,182300,182900,183300,183300,183300,183600,183900,183900,183900,183700,183300,183100,183000,182700,182500,182500,182800,183000,182700,182200,181400,180800,180600,180200,179000,177600,177000,176900,177100,177700,178800,179900,180500,180700,180900,181100,180800,180900,181700,182200,182000,181500,180300,178500,177300,177300,177300,176600,176100,175500,173800,171800,169900,168700,168600,169100,169200,168600,167900,167100,166700,166700,167000,166700,166100,165700,165500,165400,165400,165800,166200,166400,166200,165800,165300,165500,166300,166800,166900,167400,168400,168900,168800,169300,170500,171700,172900,174100,175200,176200,177100,177700,178000,178400,178800,179100,179400,179600,179700,180100,180700,180900,180900
Brazos,TX,College Station,48,41,88000,87100,86700,87900,89100,89500,90100,90500,90500,90600,91200,91800,92300,92600,92900,92900,93000,93000,92800,92700,93300,93800,94000,94600,95700,96600,96800,96500,96500,97200,98000,98400,98700,98900,99000,99000,98800,99200,100200,101000,101800,102900,104100,105300,106100,106400,106500,106700,107200,107700,108200,108500,108400,108200,108300,108600,108900,109400,110500,112300,114100,115800,116800,117900,119000,119900,120200,120800,121300,122000,122300,121900,121300,120900,120700,120800,120900,120600,120400,120800,121300,121600,121900,122100,122400,122900,123400,123600,123800,124300,124700,124800,125200,125700,126000,126100,126100,125900,126200,127200,128000,128500,129100,129400,129500,129900,130500,131100,131600,132400,133500,134400,134700,134900,135200,135200,135500,135800,136200,136400,137000,137200,136800,136100,136000,136000,136100,136200,136900,137900,138300,138800,139400,139900,140300,140700,141100,141900,142500,142700,143100,143900,144200,143900,143500,143400,143100,142900,143300,144000,144600,145200,146300,147700,148800,149300,149800,150500,151100,151400,151300,150900,150900,152400,150600,146700,145000,145500,145400,145800,145900,145400,145400,145400,145200,144900,144600,143900,143400,143000,142200,141500,141600,141700,141400,141100,141100,140700,141000,141500,141500,140800,140400,140000,140300,140800,141700,142100,142000,141300,141300,141900,142900,143300,143300,143100,143800,144600,144600,144500,144700,144900,145000,145700,145800,148200,151300,152100,150700,150900,151300,151500,151900,152500,153500,154600,155500,155700,156000,156600
Tuscaloosa,AL,Tuscaloosa,1,125,95500,95400,95900,96200,96200,95900,95600,95800,96600,97100,97300,97400,98100,98400,97900,97400,97700,97900,97800,97600,97800,98200,98500,99300,100100,100800,101500,102100,102600,103500,104100,104100,103900,104200,104600,104900,105200,105500,105800,105800,106000,106800,107900,108700,109000,108800,109000,109800,110400,110400,111000,112200,112800,112500,112400,112400,112100,112200,112800,113600,114200,114200,114100,113600,112800,112700,113500,114100,114600,115100,115200,114800,114900,115200,115400,115700,116200,115600,114200,114300,115200,115400,115200,115100,114800,114800,114900,115200,115900,116700,117800,118900,119700,120600,121500,122000,123200,124800,125900,126700,127700,128800,129700,129800,129700,129900,130700,131800,131600,130100,129500,130100,130400,131000,132200,133700,134700,135400,135700,136200,137200,138800,140000,140200,140100,140300,140300,140400,141000,141800,142400,142800,142500,142100,141500,141400,141700,141900,141500,140700,139900,139500,139200,139200,139800,140600,141400,141900,142100,142000,141700,140900,139900,138600,137300,136100,135400,135400,135600,135800,135800,135800,135900,135900,135900,135600,135200,135100,135300,135000,134100,132600,131300,130200,129500,129000,128800,129000,129400,129100,128200,127900,128400,129000,129300,129300,129500,129900,130100,130300,130400,130200,130000,130100,130600,131100,131400,131400,131600,132300,132900,133000,133300,134300,135400,135500,135100,135000,135400,135700,135700,135700,137100,139300,140600,141400,143200,144500,144700,145200,145900,146800,147900,148800,148700,148100,148800,150000,150000,149400
Kanawha,WV,Charleston,54,39,49300,50000,50600,50500,50100,49700,49700,49600,49400,49500,50200,50700,50600,50400,50200,50300,50600,50800,50800,50900,51100,51200,51300,51300,51300,51400,51600,51800,52100,52400,52600,52600,52700,52700,52900,53100,53200,53500,53800,53900,53900,54300,54900,55400,55800,55900,55700,55700,55700,55500,54900,54700,54500,54400,53900,53500,53400,53800,54100,54200,54200,54100,53600,53000,53200,54000,54100,53800,53600,53700,53800,54000,54200,54100,54000,54100,54300,54300,54300,54300,54300,54500,54900,55100,55300,55900,57100,58000,58100,57600,57200,57400,58000,58500,58800,58900,58600,58400,58700,59100,59100,59300,60300,61300,62000,62400,62400,62800,63900,65000,65900,67100,68200,69200,70200,71000,70700,70300,70300,70200,70000,70000,69800,69600,69500,69500,69700,69400,69300,69600,69900,70100,70500,71000,70900,70400,70300,70600,70700,71100,71800,72300,72500,72900,73600,74200,74400,74800,75400,75900,76100,76600,77600,78900,80200,81000,81000,81200,82400,83700,84700,85400,85600,85000,84700,84200,83700,83500,83300,82800,82200,82000,81900,81400,80600,80300,80400,80500,81200,82100,82400,82200,82100,82300,82900,84200,85200,85600,85200,84800,84400,84100,83700,83500,83300,83300,83300,83100,82500,82100,82100,82100,81500,80700,80000,79800,80400,80900,80600,80700,81700,82800,83800,84700,85000,84600,85400,87300,87700,85800,83700,81900,81500,82000,82000,81200,81500,82600,82800,82300
Clay,FL,Jacksonville,12,19,94300,95600,96200,96900,97300,97600,97900,98500,98700,99200,100000,100200,99800,99500,99600,99700,99700,99800,100300,100400,100500,101100,102000,102200,102000,101900,102000,102100,102600,103100,103500,104000,104500,105100,105600,105800,105800,106400,107000,107500,107800,108300,108600,108700,109100,110000,111100,111900,112500,112900,113000,113200,113700,114200,114700,115200,115600,116100,116800,117400,117800,118400,118900,119500,120200,120900,121400,122100,122900,123600,124300,124800,125200,125700,126600,127200,127900,128800,129700,130400,131300,132100,132700,133400,134400,135500,136300,137200,138200,138900,139900,141000,142200,143400,144700,146200,147700,149100,150800,153000,154900,156500,157900,159600,161200,162500,164400,166900,169700,172800,176100,178900,181800,185500,189200,192800,196100,198800,200800,202400,204000,205500,206800,207800,208600,209000,209100,209400,209100,207900,206000,204200,202800,201600,200100,198000,195700,194000,192700,191000,189300,188300,187400,186000,183700,181200,178800,176900,175400,173800,171900,169800,168600,169400,170500,170700,170200,169200,168000,167100,166300,165200,164000,162900,161800,160500,159400,158500,157700,157000,156800,156300,155200,153600,152000,150900,149500,147600,145800,144500,143400,142300,141000,139400,138200,137100,136200,135500,134900,134400,133800,133300,133100,132900,132800,133200,133800,134600,135300,135800,136200,136800,137300,137900,138900,139800,140600,141800,143400,144900,146400,148000,149100,149700,149700,150300,151800,153600,154800,155600,156200,156700,157100,157600,157700,157600,158000,158500,158300,157800
Saint Johns,FL,Jacksonville,12,109,121800,123700,124700,125700,126500,126800,127000,127300,127300,128300,129300,129300,129200,130000,130600,130900,131200,131700,132400,133200,133700,134900,136500,137500,138000,138300,139000,140100,141200,142400,144100,145900,146800,147900,149300,150100,150100,150500,150900,151100,152600,155000,156300,156800,157800,159000,160600,162200,162800,162900,162600,162600,163400,164500,165400,166800,169400,171900,173000,173600,174400,175800,177900,180800,182400,182700,183300,184300,185300,186500,187400,187700,188200,189800,192400,194500,195100,195500,197700,200200,201100,202000,204300,206800,208900,211200,213300,214600,216000,217900,219500,220800,222500,224300,226000,228800,233000,236800,239900,243000,246700,251000,255000,258600,263100,267300,271800,277100,281900,285600,289700,295500,302400,308400,312500,316400,320300,324000,327000,329300,331900,334600,335600,335100,334000,332300,329700,327200,323900,320600,317600,315400,313300,310800,307300,303800,300800,297700,295000,293300,291500,288400,283700,277900,271900,266700,262600,259300,255700,252200,249800,247600,246300,247000,248500,247900,245800,243500,242200,240700,238800,237400,236600,235000,233000,231300,229800,228700,228300,227900,227100,225700,223900,222500,221500,220200,218500,216600,214900,213900,212800,211700,210800,210100,209800,209800,209400,209100,209100,209000,209000,209200,209800,210500,211400,212500,213700,215200,216700,217900,219000,220100,221500,223600,225700,227800,230200,232900,235600,237700,239100,240700,242300,243600,244800,246200,248200,249700,250400,250900,251600,251900,252500,253600,254500,255000,255500,256000,256400,256800
Litchfield,CT,Torrington,9,5,137200,136700,136900,137200,137000,136700,136700,136400,136000,135900,136200,136500,136900,137500,138000,138600,139300,139900,140500,140900,141000,141700,142900,143800,144100,144200,144200,144300,144600,145200,145500,145700,146400,147400,148200,148900,149700,150400,151100,151900,152300,152500,153100,154200,155300,156200,157300,158800,160000,160800,161600,162300,162800,163600,164700,166100,167500,169000,170500,171800,173200,175100,176900,178700,180900,183100,184400,185600,187200,188600,189800,191100,192800,194600,196200,197900,199500,200800,202400,204800,207400,210100,212400,214500,216700,218700,220200,221500,223000,225400,228200,230200,231800,233700,236000,238300,240600,243200,246400,249600,252600,255400,257900,260800,263700,265900,267900,270000,271600,272900,274900,276800,278500,280300,282100,283900,286000,287500,288800,290500,292000,292600,292600,293000,293700,294000,293700,293200,292200,290600,289100,288500,288300,287600,286600,285600,284600,283400,282800,282300,281400,280300,279000,276800,275000,274300,273800,273200,272200,270400,267200,263500,260400,258900,257500,255900,254300,253000,252200,251600,251000,250300,250000,250200,250300,249800,249300,248900,248000,247000,245600,243700,242500,242800,243000,242500,241700,240800,239600,238200,237100,236100,234800,233300,231800,230300,228800,227300,225800,224600,223800,223200,222400,221700,221100,220200,219300,218600,218400,218400,218400,218700,219300,219600,219900,220200,220700,222000,223400,224300,225100,225900,227000,228100,228700,229200,230500,231200,230900,230000,228700,227100,226200,225400,224500,223600,223400,223300,222600,221700
Muscogee,GA,Columbus,13,215,69900,70400,71000,71500,71800,71900,72000,72100,72200,72700,73200,73300,73200,73300,73400,73700,74200,74700,74900,75200,75400,75700,76000,76100,76500,77200,77700,78100,78600,79100,79300,79500,79900,80500,80900,81100,81400,81600,81600,81300,81000,80800,80500,80000,79600,79000,78900,79900,80200,79900,80400,81200,81000,80800,81600,82400,81900,81100,81500,82200,83000,83600,84000,84300,84400,84400,84400,84700,85300,85900,86000,85500,85000,84900,84800,84800,85100,85800,86400,86800,87200,87400,87700,88100,88400,88600,88800,89100,89400,89600,89600,89900,90600,91100,91200,91200,91300,91500,91500,91600,91900,92100,92200,92300,92600,93000,93300,93600,93900,94300,94500,94800,95400,95900,96100,96100,96000,96000,96000,96300,96700,96800,97000,97300,97500,97700,98200,98700,98700,98900,99500,100100,100600,101000,101300,101900,102600,103000,103100,103100,102700,102200,101600,101300,100900,100700,100600,100100,99600,99200,99000,99000,100100,101900,103300,103300,103200,103300,103500,103400,103200,102800,102800,103000,103000,102900,103100,103600,103900,104000,104100,104200,104500,104700,104400,104200,104200,103700,103300,103000,102500,101600,101100,100800,100800,100400,99600,99100,98900,98600,97900,96900,96500,96700,96800,96400,95800,95800,96500,96900,96500,96000,95700,96100,96800,97400,97300,97000,96600,97000,97200,96900,96300,96400,96600,96200,95500,95200,95500,95900,96100,96100,96000,96100,96100,95600,95100,95100,95500,96000
